OPUS ID,Instrument Name,Planet,Intended Target Name,Observation Start Time,Observation Duration (secs)
co-cirs-0408101502-fp3,Cassini CIRS,Saturn,Saturn,2004-08-10T15:02:35.000,12.0000
co-cirs-0408101502-fp4,Cassini CIRS,Saturn,Saturn,2004-08-10T15:02:35.000,12.0000
co-cirs-0408110627-fp1,Cassini CIRS,Saturn,Saturn,2004-08-11T06:27:34.000,12.0000
co-cirs-0408110627-fp3,Cassini CIRS,Saturn,Saturn,2004-08-11T06:27:34.000,12.0000
co-cirs-0408110627-fp4,Cassini CIRS,Saturn,Saturn,2004-08-11T06:27:34.000,12.0000
co-cirs-0408111327-fp1,Cassini CIRS,Saturn,Sky,2004-08-11T13:27:35.000,4.7500
co-cirs-0408111327-fp3,Cassini CIRS,Saturn,Sky,2004-08-11T13:27:40.000,4.7500
co-cirs-0408111327-fp4,Cassini CIRS,Saturn,Sky,2004-08-11T13:27:40.000,4.7500
co-cirs-0408111626-fp1,Cassini CIRS,Saturn,Sky,2004-08-11T16:26:35.000,12.0000
co-cirs-0408111626-fp3,Cassini CIRS,Saturn,Sky,2004-08-11T16:26:35.000,12.0000
co-cirs-0408111626-fp4,Cassini CIRS,Saturn,Sky,2004-08-11T16:26:35.000,12.0000
co-cirs-0408122222-fp1,Cassini CIRS,Saturn,Saturn Rings,2004-08-12T22:22:34.000,4.7500
co-cirs-0408122222-fp3,Cassini CIRS,Saturn,Saturn Rings,2004-08-12T22:22:39.000,4.7500
co-cirs-0408122222-fp4,Cassini CIRS,Saturn,Saturn Rings,2004-08-12T22:22:39.000,4.7500
co-cirs-0408131447-fp1,Cassini CIRS,Saturn,Saturn,2004-08-13T14:47:34.000,12.0000
co-cirs-0408131447-fp3,Cassini CIRS,Saturn,Saturn,2004-08-13T14:47:34.000,12.0000
co-cirs-0408131447-fp4,Cassini CIRS,Saturn,Saturn,2004-08-13T14:47:34.000,12.0000
co-cirs-0408140612-fp1,Cassini CIRS,Saturn,Saturn,2004-08-14T06:12:35.000,12.0000
co-cirs-0408140612-fp3,Cassini CIRS,Saturn,Saturn,2004-08-14T06:12:35.000,12.0000
co-cirs-0408140612-fp4,Cassini CIRS,Saturn,Saturn,2004-08-14T06:12:35.000,12.0000
co-cirs-0408141312-fp1,Cassini CIRS,Saturn,Sky,2004-08-14T13:12:35.000,4.7500
co-cirs-0408141312-fp3,Cassini CIRS,Saturn,Sky,2004-08-14T13:12:40.000,4.7500
co-cirs-0408141312-fp4,Cassini CIRS,Saturn,Sky,2004-08-14T13:12:40.000,4.7500
co-cirs-0408141611-fp1,Cassini CIRS,Saturn,Sky,2004-08-14T16:11:35.000,12.0000
co-cirs-0408141611-fp3,Cassini CIRS,Saturn,Sky,2004-08-14T16:11:35.000,12.0000
co-cirs-0408141611-fp4,Cassini CIRS,Saturn,Sky,2004-08-14T16:11:35.000,12.0000
co-cirs-0408152208-fp1,Cassini CIRS,Saturn,Saturn Rings,2004-08-15T22:08:35.000,4.7500
co-cirs-0408152208-fp3,Cassini CIRS,Saturn,Saturn Rings,2004-08-15T22:08:40.000,4.7500
co-cirs-0408152208-fp4,Cassini CIRS,Saturn,Saturn Rings,2004-08-15T22:08:40.000,4.7500
co-cirs-0408160533-fp1,Cassini CIRS,Saturn,Sky,2004-08-16T05:33:47.000,12.0000
co-cirs-0408160533-fp3,Cassini CIRS,Saturn,Sky,2004-08-16T05:33:47.000,12.0000
co-cirs-0408160533-fp4,Cassini CIRS,Saturn,Sky,2004-08-16T05:33:47.000,12.0000
co-cirs-0408160834-fp1,Cassini CIRS,Saturn,Sky,2004-08-16T08:34:26.000,50.0000
co-cirs-0408160834-fp3,Cassini CIRS,Saturn,Sky,2004-08-16T08:34:26.000,50.0000
co-cirs-0408160834-fp4,Cassini CIRS,Saturn,Sky,2004-08-16T08:34:26.000,50.0000
co-cirs-0408161433-fp1,Cassini CIRS,Saturn,Saturn,2004-08-16T14:33:34.000,12.0000
co-cirs-0408161433-fp3,Cassini CIRS,Saturn,Saturn,2004-08-16T14:33:34.000,12.0000
co-cirs-0408161433-fp4,Cassini CIRS,Saturn,Saturn,2004-08-16T14:33:34.000,12.0000
co-cirs-0408170558-fp1,Cassini CIRS,Saturn,Saturn,2004-08-17T05:58:34.000,12.0000
co-cirs-0408170558-fp3,Cassini CIRS,Saturn,Saturn,2004-08-17T05:58:34.000,12.0000
co-cirs-0408170558-fp4,Cassini CIRS,Saturn,Saturn,2004-08-17T05:58:34.000,12.0000
co-cirs-0408171258-fp1,Cassini CIRS,Saturn,Sky,2004-08-17T12:58:35.000,4.7500
co-cirs-0408171258-fp3,Cassini CIRS,Saturn,Sky,2004-08-17T12:58:40.000,4.7500
co-cirs-0408171258-fp4,Cassini CIRS,Saturn,Sky,2004-08-17T12:58:40.000,4.7500
co-cirs-0408171846-fp1,Cassini CIRS,Saturn,Sky,2004-08-17T18:46:39.000,28.0000
co-cirs-0408171846-fp3,Cassini CIRS,Saturn,Sky,2004-08-17T18:46:39.000,28.0000
co-cirs-0408171846-fp4,Cassini CIRS,Saturn,Sky,2004-08-17T18:46:39.000,28.0000
co-cirs-0408182208-fp1,Cassini CIRS,Saturn,Saturn Rings,2004-08-18T22:08:34.000,4.7500
co-cirs-0408182208-fp3,Cassini CIRS,Saturn,Saturn Rings,2004-08-18T22:08:39.000,4.7500
co-cirs-0408182208-fp4,Cassini CIRS,Saturn,Saturn Rings,2004-08-18T22:08:39.000,4.7500
co-cirs-0408191433-fp1,Cassini CIRS,Saturn,Saturn,2004-08-19T14:33:34.000,12.0000
co-cirs-0408191433-fp3,Cassini CIRS,Saturn,Saturn,2004-08-19T14:33:34.000,12.0000
co-cirs-0408191433-fp4,Cassini CIRS,Saturn,Saturn,2004-08-19T14:33:34.000,12.0000
co-cirs-0408200558-fp1,Cassini CIRS,Saturn,Saturn,2004-08-20T05:58:34.000,12.0000
co-cirs-0408200558-fp3,Cassini CIRS,Saturn,Saturn,2004-08-20T05:58:34.000,12.0000
co-cirs-0408200558-fp4,Cassini CIRS,Saturn,Saturn,2004-08-20T05:58:34.000,12.0000
co-cirs-0408201258-fp1,Cassini CIRS,Saturn,Sky,2004-08-20T12:58:35.000,4.7500
co-cirs-0408201258-fp3,Cassini CIRS,Saturn,Sky,2004-08-20T12:58:40.000,4.7500
co-cirs-0408201258-fp4,Cassini CIRS,Saturn,Sky,2004-08-20T12:58:40.000,4.7500
co-cirs-0408201557-fp1,Cassini CIRS,Saturn,Sky,2004-08-20T15:57:35.000,12.0000
co-cirs-0408201557-fp3,Cassini CIRS,Saturn,Sky,2004-08-20T15:57:35.000,12.0000
co-cirs-0408201557-fp4,Cassini CIRS,Saturn,Sky,2004-08-20T15:57:35.000,12.0000
co-cirs-0408212153-fp1,Cassini CIRS,Saturn,Saturn Rings,2004-08-21T21:53:34.000,4.7500
co-cirs-0408212153-fp3,Cassini CIRS,Saturn,Saturn Rings,2004-08-21T21:53:39.000,4.7500
co-cirs-0408212153-fp4,Cassini CIRS,Saturn,Saturn Rings,2004-08-21T21:53:39.000,4.7500
co-cirs-0408220524-fp1,Cassini CIRS,Saturn,Sky,2004-08-22T05:24:26.000,50.0000
co-cirs-0408220524-fp3,Cassini CIRS,Saturn,Sky,2004-08-22T05:24:26.000,50.0000
co-cirs-0408220524-fp4,Cassini CIRS,Saturn,Sky,2004-08-22T05:24:26.000,50.0000
co-cirs-0408221418-fp1,Cassini CIRS,Saturn,Saturn,2004-08-22T14:18:34.000,12.0000
co-cirs-0408221418-fp3,Cassini CIRS,Saturn,Saturn,2004-08-22T14:18:34.000,12.0000
co-cirs-0408221418-fp4,Cassini CIRS,Saturn,Saturn,2004-08-22T14:18:34.000,12.0000
co-cirs-0408230543-fp1,Cassini CIRS,Saturn,Saturn,2004-08-23T05:43:34.000,12.0000
co-cirs-0408230543-fp3,Cassini CIRS,Saturn,Saturn,2004-08-23T05:43:34.000,12.0000
co-cirs-0408230543-fp4,Cassini CIRS,Saturn,Saturn,2004-08-23T05:43:34.000,12.0000
co-cirs-0408242238-fp1,Cassini CIRS,Saturn,Saturn Rings,2004-08-24T22:38:34.000,4.7500
co-cirs-0408242238-fp3,Cassini CIRS,Saturn,Saturn Rings,2004-08-24T22:38:39.000,4.7500
co-cirs-0408242238-fp4,Cassini CIRS,Saturn,Saturn Rings,2004-08-24T22:38:39.000,4.7500
co-cirs-0408251403-fp1,Cassini CIRS,Saturn,Saturn,2004-08-25T14:03:34.000,12.0000
co-cirs-0408251403-fp3,Cassini CIRS,Saturn,Saturn,2004-08-25T14:03:34.000,12.0000
co-cirs-0408251403-fp4,Cassini CIRS,Saturn,Saturn,2004-08-25T14:03:34.000,12.0000
co-cirs-0408260528-fp1,Cassini CIRS,Saturn,Saturn,2004-08-26T05:28:34.000,12.0000
co-cirs-0408260528-fp3,Cassini CIRS,Saturn,Saturn,2004-08-26T05:28:34.000,12.0000
co-cirs-0408260528-fp4,Cassini CIRS,Saturn,Saturn,2004-08-26T05:28:34.000,12.0000
co-cirs-0408261228-fp1,Cassini CIRS,Saturn,Sky,2004-08-26T12:28:36.000,4.7500
co-cirs-0408261228-fp3,Cassini CIRS,Saturn,Sky,2004-08-26T12:28:41.000,4.7500
co-cirs-0408261228-fp4,Cassini CIRS,Saturn,Sky,2004-08-26T12:28:41.000,4.7500
co-cirs-0408261527-fp1,Cassini CIRS,Saturn,Sky,2004-08-26T15:27:36.000,12.0000
co-cirs-0408261527-fp3,Cassini CIRS,Saturn,Sky,2004-08-26T15:27:36.000,12.0000
co-cirs-0408261527-fp4,Cassini CIRS,Saturn,Sky,2004-08-26T15:27:36.000,12.0000
co-cirs-0408281404-fp1,Cassini CIRS,Saturn,Saturn,2004-08-28T14:04:34.000,12.0000
co-cirs-0408281404-fp3,Cassini CIRS,Saturn,Saturn,2004-08-28T14:04:34.000,12.0000
co-cirs-0408281404-fp4,Cassini CIRS,Saturn,Saturn,2004-08-28T14:04:34.000,12.0000
co-cirs-0408290529-fp1,Cassini CIRS,Saturn,Saturn,2004-08-29T05:29:34.000,12.0000
co-cirs-0408290529-fp3,Cassini CIRS,Saturn,Saturn,2004-08-29T05:29:34.000,12.0000
co-cirs-0408290529-fp4,Cassini CIRS,Saturn,Saturn,2004-08-29T05:29:34.000,12.0000
co-cirs-0408301229-fp1,Cassini CIRS,Saturn,Sky,2004-08-30T12:29:34.000,12.0000
co-cirs-0408301229-fp3,Cassini CIRS,Saturn,Sky,2004-08-30T12:29:34.000,12.0000
co-cirs-0408301229-fp4,Cassini CIRS,Saturn,Sky,2004-08-30T12:29:34.000,12.0000
co-cirs-0408311349-fp1,Cassini CIRS,Saturn,Saturn,2004-08-31T13:49:34.000,12.0000
co-cirs-0408311349-fp3,Cassini CIRS,Saturn,Saturn,2004-08-31T13:49:34.000,12.0000
co-cirs-0408311349-fp4,Cassini CIRS,Saturn,Saturn,2004-08-31T13:49:34.000,12.0000
co-iss-w1477654052,Cassini ISS,Saturn,Saturn Rings,2004-10-28T11:02:10.010,0.0700
co-iss-w1477655012,Cassini ISS,Saturn,Saturn Rings,2004-10-28T11:18:09.994,0.0800
co-iss-w1477655972,Cassini ISS,Saturn,Saturn Rings,2004-10-28T11:34:09.978,0.0900
co-iss-w1477656932,Cassini ISS,Saturn,Saturn Rings,2004-10-28T11:50:09.971,0.0900
co-iss-w1477657562,Cassini ISS,Saturn,Saturn Rings,2004-10-28T12:00:39.957,0.1000
co-iss-w1477658222,Cassini ISS,Saturn,Saturn Rings,2004-10-28T12:11:39.953,0.1000
co-iss-w1477658882,Cassini ISS,Saturn,Saturn Rings,2004-10-28T12:22:39.949,0.1000
co-iss-w1477659542,Cassini ISS,Saturn,Saturn Rings,2004-10-28T12:33:39.944,0.1000
co-iss-w1477660202,Cassini ISS,Saturn,Saturn Rings,2004-10-28T12:44:39.940,0.1000
co-iss-w1477660862,Cassini ISS,Saturn,Saturn Rings,2004-10-28T12:55:39.916,0.1200
co-iss-w1477661522,Cassini ISS,Saturn,Saturn Rings,2004-10-28T13:06:39.911,0.1200
co-iss-w1477662182,Cassini ISS,Saturn,Saturn Rings,2004-10-28T13:17:39.907,0.1200
co-iss-w1477662842,Cassini ISS,Saturn,Saturn Rings,2004-10-28T13:28:39.903,0.1200
co-iss-w1477663502,Cassini ISS,Saturn,Saturn Rings,2004-10-28T13:39:39.898,0.1200
co-iss-w1477664162,Cassini ISS,Saturn,Saturn Rings,2004-10-28T13:50:39.894,0.1200
co-iss-w1477666580,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:30:57.678,0.3200
co-iss-w1477666613,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:31:29.206,1.8000
co-iss-w1477666669,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:32:09.009,18.0000
co-iss-w1477666702,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:32:59.793,0.2200
co-iss-w1477666735,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:33:32.793,0.2200
co-iss-w1477666768,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:34:05.633,0.3800
co-iss-w1477666816,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:34:48.416,5.6000
co-iss-w1477666856,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:35:31.424,2.6000
co-iss-w1477666889,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:36:06.908,0.1200
co-iss-w1477666922,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:36:39.767,0.2600
co-iss-w1477666955,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:37:11.031,2.0000
co-iss-w1477667011,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:37:37.035,32.0000
co-iss-w1477667147,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:38:45.042,100.0000
co-iss-w1477667292,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:42:49.674,0.3200
co-iss-w1477667325,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:43:21.201,1.8000
co-iss-w1477667381,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:44:01.005,18.0000
co-iss-w1477667414,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:44:51.789,0.2200
co-iss-w1477667447,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:45:24.788,0.2200
co-iss-w1477667480,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:45:57.628,0.3800
co-iss-w1477667528,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:46:40.412,5.6000
co-iss-w1477667568,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:47:23.419,2.6000
co-iss-w1477667601,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:47:58.903,0.1200
co-iss-w1477667634,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:48:31.763,0.2600
co-iss-w1477667667,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:49:03.026,2.0000
co-iss-w1477667723,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:49:29.030,32.0000
co-iss-w1477667859,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:50:37.037,100.0000
co-iss-w1477668006,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:54:43.669,0.3200
co-iss-w1477668039,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:55:15.197,1.8000
co-iss-w1477668095,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:55:55.000,18.0000
co-iss-w1477668128,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:56:45.784,0.2200
co-iss-w1477668161,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:57:18.784,0.2200
co-iss-w1477668194,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:57:51.623,0.3800
co-iss-w1477668242,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:58:34.407,5.6000
co-iss-w1477668282,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:59:17.415,2.6000
co-iss-w1477668315,Cassini ISS,Saturn,Saturn Rings,2004-10-28T14:59:52.898,0.1200
co-iss-w1477668348,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:00:25.758,0.2600
co-iss-w1477668381,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:00:57.022,2.0000
co-iss-w1477668437,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:01:23.025,32.0000
co-iss-w1477668573,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:02:31.032,100.0000
co-iss-w1477668720,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:06:37.664,0.3200
co-iss-w1477668753,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:07:09.192,1.8000
co-iss-w1477668809,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:07:48.996,18.0000
co-iss-w1477668842,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:08:39.779,0.2200
co-iss-w1477668875,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:09:12.779,0.2200
co-iss-w1477668908,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:09:45.619,0.3800
co-iss-w1477668956,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:10:28.402,5.6000
co-iss-w1477668996,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:11:11.410,2.6000
co-iss-w1477669029,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:11:46.894,0.1200
co-iss-w1477669062,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:12:19.753,0.2600
co-iss-w1477669095,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:12:51.017,2.0000
co-iss-w1477669467,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:19:03.187,1.8000
co-iss-w1477669523,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:19:42.991,18.0000
co-iss-w1477669556,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:20:33.775,0.2200
co-iss-w1477669589,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:21:06.774,0.2200
co-iss-w1477669622,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:21:39.614,0.3800
co-iss-w1477669670,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:22:22.398,5.6000
co-iss-w1477669710,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:23:05.405,2.6000
co-iss-w1477669743,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:23:40.889,0.1200
co-iss-w1477669776,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:24:13.749,0.2600
co-iss-w1477669809,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:24:45.012,2.0000
co-iss-w1477669865,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:25:11.016,32.0000
co-iss-w1477670001,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:26:19.023,100.0000
co-iss-w1477670148,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:30:25.655,0.3200
co-iss-w1477670181,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:30:56.983,2.0000
co-iss-w1477670253,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:31:48.986,22.0000
co-iss-w1477670286,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:32:43.730,0.2600
co-iss-w1477670319,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:33:16.730,0.2600
co-iss-w1477670352,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:33:49.609,0.3800
co-iss-w1477670400,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:34:31.193,6.8000
co-iss-w1477670440,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:35:15.401,2.6000
co-iss-w1477670473,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:35:50.884,0.1200
co-iss-w1477670506,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:36:23.744,0.2600
co-iss-w1477670539,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:36:55.008,2.0000
co-iss-w1477670595,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:37:21.011,32.0000
co-iss-w1477670699,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:38:15.018,82.0000
co-iss-w1477670862,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:42:19.650,0.3200
co-iss-w1477670895,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:42:50.978,2.0000
co-iss-w1477670967,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:43:42.981,22.0000
co-iss-w1477671000,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:44:37.725,0.2600
co-iss-w1477671033,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:45:10.725,0.2600
co-iss-w1477671066,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:45:43.605,0.3800
co-iss-w1477671114,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:46:25.188,6.8000
co-iss-w1477671154,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:47:09.396,2.6000
co-iss-w1477671187,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:47:44.740,0.2600
co-iss-w1477671220,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:48:16.003,2.0000
co-iss-w1477671276,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:48:42.007,32.0000
co-iss-w1477671380,Cassini ISS,Saturn,Saturn Rings,2004-10-28T15:49:36.014,82.0000
co-iss-w1477673162,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:20:37.971,2.0000
co-iss-w1477673194,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:21:01.975,10.0000
co-iss-w1477673226,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:21:38.382,5.6000
co-iss-w1477673266,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:22:20.786,3.2000
co-iss-w1477673298,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:22:43.990,12.0000
co-iss-w1477673317,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:23:13.493,1.5000
co-iss-w1477673349,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:23:41.401,5.6000
co-iss-w1477673756,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:30:31.952,2.0000
co-iss-w1477673788,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:30:57.759,8.2000
co-iss-w1477673820,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:31:32.363,5.6000
co-iss-w1477673860,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:32:14.766,3.2000
co-iss-w1477673892,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:32:37.970,12.0000
co-iss-w1477673911,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:33:07.478,1.5000
co-iss-w1477673943,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:33:35.382,5.6000
co-iss-w1477674425,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:41:40.947,2.0000
co-iss-w1477674457,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:42:08.155,6.8000
co-iss-w1477674489,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:42:41.358,5.6000
co-iss-w1477674529,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:43:23.762,3.2000
co-iss-w1477674561,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:43:46.966,12.0000
co-iss-w1477674580,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:44:16.473,1.5000
co-iss-w1477674612,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:44:44.377,5.6000
co-iss-w1477675092,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:52:47.943,2.0000
co-iss-w1477675124,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:53:16.350,5.6000
co-iss-w1477675156,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:53:48.354,5.6000
co-iss-w1477675196,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:54:30.758,3.2000
co-iss-w1477675228,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:54:53.961,12.0000
co-iss-w1477675247,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:55:23.469,1.5000
co-iss-w1477675279,Cassini ISS,Saturn,Saturn Rings,2004-10-28T16:55:51.373,5.6000
co-iss-w1477675759,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:03:54.938,2.0000
co-iss-w1477675791,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:04:23.346,5.6000
co-iss-w1477675823,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:04:55.350,5.6000
co-iss-w1477675863,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:05:37.753,3.2000
co-iss-w1477675895,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:06:00.957,12.0000
co-iss-w1477675914,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:06:30.465,1.5000
co-iss-w1477675946,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:06:58.368,5.6000
co-iss-w1477676426,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:15:01.934,2.0000
co-iss-w1477676458,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:15:30.342,5.6000
co-iss-w1477676490,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:16:02.345,5.6000
co-iss-w1477676530,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:16:44.749,3.2000
co-iss-w1477676562,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:17:07.953,12.0000
co-iss-w1477676581,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:17:37.460,1.5000
co-iss-w1477676613,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:18:05.364,5.6000
co-iss-w1477677603,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:34:38.926,2.0000
co-iss-w1477677635,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:35:06.134,6.8000
co-iss-w1477677667,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:35:39.338,5.6000
co-iss-w1477677707,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:36:21.741,3.2000
co-iss-w1477677739,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:36:50.145,6.8000
co-iss-w1477677758,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:37:14.453,1.5000
co-iss-w1477677790,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:37:42.356,5.6000
co-iss-w1477678270,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:45:45.922,2.0000
co-iss-w1477678302,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:46:13.130,6.8000
co-iss-w1477678334,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:46:46.333,5.6000
co-iss-w1477678374,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:47:28.737,3.2000
co-iss-w1477678406,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:47:51.941,12.0000
co-iss-w1477678425,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:48:21.448,1.5000
co-iss-w1477678457,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:48:49.352,5.6000
co-iss-w1477678937,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:56:52.918,2.0000
co-iss-w1477678969,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:57:20.125,6.8000
co-iss-w1477679001,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:57:53.329,5.6000
co-iss-w1477679041,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:58:35.733,3.2000
co-iss-w1477679073,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:58:58.936,12.0000
