OPUS ID,Instrument Name,Planet,Intended Target Name,Observation Start Time,Observation Duration (secs)
co-iss-w1477679092,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:59:28.444,1.5000
co-iss-w1477679124,Cassini ISS,Saturn,Saturn Rings,2004-10-28T17:59:56.348,5.6000
co-iss-w1477679604,Cassini ISS,Saturn,Saturn Rings,2004-10-28T18:07:59.913,2.0000
co-iss-w1477679636,Cassini ISS,Saturn,Saturn Rings,2004-10-28T18:08:25.721,8.2000
co-iss-w1477679668,Cassini ISS,Saturn,Saturn Rings,2004-10-28T18:09:00.325,5.6000
co-iss-w1477679708,Cassini ISS,Saturn,Saturn Rings,2004-10-28T18:09:42.728,3.2000
co-iss-w1477679740,Cassini ISS,Saturn,Saturn Rings,2004-10-28T18:10:05.932,12.0000
co-iss-w1477679759,Cassini ISS,Saturn,Saturn Rings,2004-10-28T18:10:35.440,1.5000
nh-lorri-lor_0299168967,New Horizons LORRI,Pluto,Charon,2015-07-14T08:37:28.706,0.1500
nh-lorri-lor_0299168968,New Horizons LORRI,Pluto,Charon,2015-07-14T08:37:29.706,0.1500
nh-lorri-lor_0299169015,New Horizons LORRI,Pluto,Charon,2015-07-14T08:38:16.706,0.1500
nh-lorri-lor_0299169016,New Horizons LORRI,Pluto,Charon,2015-07-14T08:38:17.706,0.1500
nh-lorri-lor_0299171296,New Horizons LORRI,Pluto,Charon,2015-07-14T09:16:17.796,0.0600
nh-lorri-lor_0299171335,New Horizons LORRI,Pluto,Charon,2015-07-14T09:16:56.796,0.0600
nh-lorri-lor_0299171374,New Horizons LORRI,Pluto,Charon,2015-07-14T09:17:35.796,0.0600
nh-lorri-lor_0299171413,New Horizons LORRI,Pluto,Charon,2015-07-14T09:18:14.796,0.0600
nh-lorri-lor_0299171452,New Horizons LORRI,Pluto,Charon,2015-07-14T09:18:53.796,0.0600
nh-lorri-lor_0299174082,New Horizons LORRI,Pluto,Nix,2015-07-14T10:02:43.806,0.0500
nh-lorri-lor_0299174108,New Horizons LORRI,Pluto,Nix,2015-07-14T10:03:09.806,0.0500
nh-lorri-lor_0299174134,New Horizons LORRI,Pluto,Nix,2015-07-14T10:03:35.806,0.0500
nh-lorri-lor_0299174160,New Horizons LORRI,Pluto,Nix,2015-07-14T10:04:01.806,0.0500
nh-lorri-lor_0299174186,New Horizons LORRI,Pluto,Nix,2015-07-14T10:04:27.806,0.0500
nh-lorri-lor_0299174212,New Horizons LORRI,Pluto,Nix,2015-07-14T10:04:53.806,0.0500
nh-lorri-lor_0299174569,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:10:50.706,0.1500
nh-lorri-lor_0299174617,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:11:38.706,0.1500
nh-lorri-lor_0299174665,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:12:26.706,0.1500
nh-lorri-lor_0299174713,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:13:14.706,0.1500
nh-lorri-lor_0299174761,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:14:02.706,0.1500
nh-lorri-lor_0299174809,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:14:50.706,0.1500
nh-lorri-lor_0299174857,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:15:38.706,0.1500
nh-lorri-lor_0299174905,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:16:26.706,0.1500
nh-lorri-lor_0299174953,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:17:14.706,0.1500
nh-lorri-lor_0299175001,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:18:02.706,0.1500
nh-lorri-lor_0299175049,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:18:50.706,0.1500
nh-lorri-lor_0299175097,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:19:38.706,0.1500
nh-lorri-lor_0299175145,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:20:26.706,0.1500
nh-lorri-lor_0299175193,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:21:14.706,0.1500
nh-lorri-lor_0299175241,New Horizons LORRI,Pluto,Pluto,2015-07-14T10:22:02.706,0.1500
nh-lorri-lor_0299175487,New Horizons LORRI,Pluto,Charon,2015-07-14T10:26:08.796,0.0600
nh-lorri-lor_0299175526,New Horizons LORRI,Pluto,Charon,2015-07-14T10:26:47.796,0.0600
nh-lorri-lor_0299175565,New Horizons LORRI,Pluto,Charon,2015-07-14T10:27:26.796,0.0600
nh-lorri-lor_0299175604,New Horizons LORRI,Pluto,Charon,2015-07-14T10:28:05.796,0.0600
nh-lorri-lor_0299175643,New Horizons LORRI,Pluto,Charon,2015-07-14T10:28:44.796,0.0600
nh-lorri-lor_0299175682,New Horizons LORRI,Pluto,Charon,2015-07-14T10:29:23.796,0.0600
nh-lorri-lor_0299175721,New Horizons LORRI,Pluto,Charon,2015-07-14T10:30:02.796,0.0600
nh-lorri-lor_0299178877,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:38.846,0.0100
nh-lorri-lor_0299178879,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:40.846,0.0100
nh-lorri-lor_0299178881,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:42.846,0.0100
nh-lorri-lor_0299178883,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:44.846,0.0100
nh-lorri-lor_0299178885,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:46.846,0.0100
nh-lorri-lor_0299178887,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:48.846,0.0100
nh-lorri-lor_0299178889,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:50.846,0.0100
nh-lorri-lor_0299178891,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:52.846,0.0100
nh-lorri-lor_0299178893,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:54.846,0.0100
nh-lorri-lor_0299178895,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:56.846,0.0100
nh-lorri-lor_0299178897,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:22:58.846,0.0100
nh-lorri-lor_0299178899,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:00.846,0.0100
nh-lorri-lor_0299178901,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:02.846,0.0100
nh-lorri-lor_0299178903,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:04.846,0.0100
nh-lorri-lor_0299178905,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:06.846,0.0100
nh-lorri-lor_0299178907,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:08.846,0.0100
nh-lorri-lor_0299178909,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:10.846,0.0100
nh-lorri-lor_0299178911,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:12.846,0.0100
nh-lorri-lor_0299178913,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:14.846,0.0100
nh-lorri-lor_0299178915,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:16.846,0.0100
nh-lorri-lor_0299178917,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:18.846,0.0100
nh-lorri-lor_0299178919,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:20.846,0.0100
nh-lorri-lor_0299178921,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:22.846,0.0100
nh-lorri-lor_0299178923,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:24.846,0.0100
nh-lorri-lor_0299178925,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:26.846,0.0100
nh-lorri-lor_0299178927,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:28.846,0.0100
nh-lorri-lor_0299178929,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:30.846,0.0100
nh-lorri-lor_0299178957,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:23:58.846,0.0100
nh-lorri-lor_0299178959,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:00.846,0.0100
nh-lorri-lor_0299178961,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:02.846,0.0100
nh-lorri-lor_0299178963,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:04.846,0.0100
nh-lorri-lor_0299178965,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:06.846,0.0100
nh-lorri-lor_0299178967,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:08.846,0.0100
nh-lorri-lor_0299178969,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:10.846,0.0100
nh-lorri-lor_0299178971,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:12.846,0.0100
nh-lorri-lor_0299178973,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:14.846,0.0100
nh-lorri-lor_0299178975,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:16.846,0.0100
nh-lorri-lor_0299178977,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:18.846,0.0100
nh-lorri-lor_0299178979,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:24:20.846,0.0100
nh-lorri-lor_0299179577,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:18.846,0.0100
nh-lorri-lor_0299179580,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:21.846,0.0100
nh-lorri-lor_0299179583,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:24.846,0.0100
nh-lorri-lor_0299179586,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:27.846,0.0100
nh-lorri-lor_0299179589,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:30.846,0.0100
nh-lorri-lor_0299179592,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:33.846,0.0100
nh-lorri-lor_0299179595,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:36.846,0.0100
nh-lorri-lor_0299179598,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:39.846,0.0100
nh-lorri-lor_0299179601,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:42.846,0.0100
nh-lorri-lor_0299179604,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:45.846,0.0100
nh-lorri-lor_0299179607,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:48.846,0.0100
nh-lorri-lor_0299179610,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:51.846,0.0100
nh-lorri-lor_0299179613,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:54.846,0.0100
nh-lorri-lor_0299179616,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:34:57.846,0.0100
nh-lorri-lor_0299179619,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:00.846,0.0100
nh-lorri-lor_0299179622,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:03.846,0.0100
nh-lorri-lor_0299179625,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:06.846,0.0100
nh-lorri-lor_0299179628,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:09.846,0.0100
nh-lorri-lor_0299179631,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:12.846,0.0100
nh-lorri-lor_0299179634,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:15.846,0.0100
nh-lorri-lor_0299179637,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:18.846,0.0100
nh-lorri-lor_0299179640,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:21.846,0.0100
nh-lorri-lor_0299179643,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:24.846,0.0100
nh-lorri-lor_0299179646,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:27.846,0.0100
nh-lorri-lor_0299179649,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:30.846,0.0100
nh-lorri-lor_0299179652,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:33.846,0.0100
nh-lorri-lor_0299179655,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:36.846,0.0100
nh-lorri-lor_0299179658,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:39.846,0.0100
nh-lorri-lor_0299179661,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:42.846,0.0100
nh-lorri-lor_0299179664,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:45.846,0.0100
nh-lorri-lor_0299179667,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:48.846,0.0100
nh-lorri-lor_0299179670,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:51.846,0.0100
nh-lorri-lor_0299179673,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:54.846,0.0100
nh-lorri-lor_0299179676,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:35:57.846,0.0100
nh-lorri-lor_0299179679,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:00.846,0.0100
nh-lorri-lor_0299179682,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:03.846,0.0100
nh-lorri-lor_0299179685,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:06.846,0.0100
nh-lorri-lor_0299179688,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:09.846,0.0100
nh-lorri-lor_0299179691,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:12.846,0.0100
nh-lorri-lor_0299179694,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:15.846,0.0100
nh-lorri-lor_0299179697,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:18.846,0.0100
nh-lorri-lor_0299179700,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:21.846,0.0100
nh-lorri-lor_0299179703,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:24.846,0.0100
nh-lorri-lor_0299179706,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:27.846,0.0100
nh-lorri-lor_0299179709,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:30.846,0.0100
nh-lorri-lor_0299179712,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:33.846,0.0100
nh-lorri-lor_0299179715,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:36.846,0.0100
nh-lorri-lor_0299179718,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:39.846,0.0100
nh-lorri-lor_0299179721,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:42.846,0.0100
nh-lorri-lor_0299179724,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:45.846,0.0100
nh-lorri-lor_0299179727,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:48.846,0.0100
nh-lorri-lor_0299179730,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:51.846,0.0100
nh-lorri-lor_0299179733,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:54.846,0.0100
nh-lorri-lor_0299179736,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:36:57.846,0.0100
nh-lorri-lor_0299179739,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:00.846,0.0100
nh-lorri-lor_0299179742,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:03.846,0.0100
nh-lorri-lor_0299179745,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:06.846,0.0100
nh-lorri-lor_0299179748,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:09.846,0.0100
nh-lorri-lor_0299179751,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:12.846,0.0100
nh-lorri-lor_0299179754,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:15.846,0.0100
nh-lorri-lor_0299179757,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:18.846,0.0100
nh-lorri-lor_0299179760,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:21.846,0.0100
nh-lorri-lor_0299179763,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:24.846,0.0100
nh-lorri-lor_0299179766,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:27.846,0.0100
nh-lorri-lor_0299179769,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:30.846,0.0100
nh-lorri-lor_0299179772,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:33.846,0.0100
nh-lorri-lor_0299179775,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:36.846,0.0100
nh-lorri-lor_0299179778,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:39.846,0.0100
nh-lorri-lor_0299179781,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:42.846,0.0100
nh-lorri-lor_0299179784,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:45.846,0.0100
nh-lorri-lor_0299179787,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:48.846,0.0100
nh-lorri-lor_0299179790,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:51.846,0.0100
nh-lorri-lor_0299179793,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:54.846,0.0100
nh-lorri-lor_0299179796,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:37:57.846,0.0100
nh-lorri-lor_0299179799,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:00.846,0.0100
nh-lorri-lor_0299179802,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:03.846,0.0100
nh-lorri-lor_0299179805,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:06.846,0.0100
nh-lorri-lor_0299179808,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:09.846,0.0100
nh-lorri-lor_0299179811,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:12.846,0.0100
nh-lorri-lor_0299179814,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:15.846,0.0100
nh-lorri-lor_0299179817,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:18.846,0.0100
nh-lorri-lor_0299179820,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:21.846,0.0100
nh-lorri-lor_0299179823,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:24.846,0.0100
nh-lorri-lor_0299179826,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:27.846,0.0100
nh-lorri-lor_0299179829,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:30.846,0.0100
nh-lorri-lor_0299179832,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:33.846,0.0100
nh-lorri-lor_0299179835,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:36.846,0.0100
nh-lorri-lor_0299179838,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:39.846,0.0100
nh-lorri-lor_0299179841,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:42.846,0.0100
nh-lorri-lor_0299179844,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:45.846,0.0100
nh-lorri-lor_0299179847,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:48.846,0.0100
nh-lorri-lor_0299179850,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:51.846,0.0100
nh-lorri-lor_0299179853,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:54.846,0.0100
nh-lorri-lor_0299179856,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:38:57.846,0.0100
nh-lorri-lor_0299179859,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:00.846,0.0100
nh-lorri-lor_0299179862,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:03.846,0.0100
nh-lorri-lor_0299179865,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:06.846,0.0100
nh-lorri-lor_0299179868,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:09.846,0.0100
nh-lorri-lor_0299179871,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:12.846,0.0100
nh-lorri-lor_0299179874,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:15.846,0.0100
nh-lorri-lor_0299179877,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:18.846,0.0100
nh-lorri-lor_0299179880,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:21.846,0.0100
nh-lorri-lor_0299179883,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:24.846,0.0100
nh-lorri-lor_0299179886,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:27.846,0.0100
nh-lorri-lor_0299179889,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:30.846,0.0100
nh-lorri-lor_0299179892,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:33.846,0.0100
nh-lorri-lor_0299179895,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:36.846,0.0100
nh-lorri-lor_0299179898,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:39.846,0.0100
nh-lorri-lor_0299179901,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:42.846,0.0100
nh-lorri-lor_0299179904,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:45.846,0.0100
nh-lorri-lor_0299179907,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:48.846,0.0100
nh-lorri-lor_0299179910,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:51.846,0.0100
nh-lorri-lor_0299179913,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:54.846,0.0100
nh-lorri-lor_0299179916,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:39:57.846,0.0100
nh-lorri-lor_0299179919,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:00.846,0.0100
nh-lorri-lor_0299179922,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:03.846,0.0100
nh-lorri-lor_0299179925,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:06.846,0.0100
nh-lorri-lor_0299179928,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:09.846,0.0100
nh-lorri-lor_0299179931,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:12.846,0.0100
nh-lorri-lor_0299179934,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:15.846,0.0100
nh-lorri-lor_0299179937,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:18.846,0.0100
nh-lorri-lor_0299179940,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:21.846,0.0100
nh-lorri-lor_0299179943,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:24.846,0.0100
nh-lorri-lor_0299179946,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:27.846,0.0100
nh-lorri-lor_0299179949,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:30.846,0.0100
nh-lorri-lor_0299179952,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:33.846,0.0100
nh-lorri-lor_0299179955,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:36.846,0.0100
nh-lorri-lor_0299179958,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:39.846,0.0100
nh-lorri-lor_0299179961,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:42.846,0.0100
nh-lorri-lor_0299179964,New Horizons LORRI,Pluto,Pluto,2015-07-14T11:40:45.846,0.0100
nh-lorri-lor_0299180364,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:25.846,0.0100
nh-lorri-lor_0299180367,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:28.846,0.0100
nh-lorri-lor_0299180370,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:31.846,0.0100
nh-lorri-lor_0299180373,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:34.846,0.0100
nh-lorri-lor_0299180376,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:37.846,0.0100
nh-lorri-lor_0299180379,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:40.846,0.0100
nh-lorri-lor_0299180382,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:43.846,0.0100
nh-lorri-lor_0299180385,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:46.846,0.0100
nh-lorri-lor_0299180388,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:49.846,0.0100
nh-lorri-lor_0299180391,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:52.846,0.0100
nh-lorri-lor_0299180394,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:55.846,0.0100
nh-lorri-lor_0299180397,New Horizons LORRI,Pluto,Charon,2015-07-14T11:47:58.846,0.0100
nh-lorri-lor_0299180400,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:01.846,0.0100
nh-lorri-lor_0299180403,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:04.846,0.0100
nh-lorri-lor_0299180406,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:07.846,0.0100
nh-lorri-lor_0299180409,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:10.846,0.0100
nh-lorri-lor_0299180412,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:13.846,0.0100
nh-lorri-lor_0299180415,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:16.846,0.0100
nh-lorri-lor_0299180418,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:19.846,0.0100
nh-lorri-lor_0299180421,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:22.846,0.0100
nh-lorri-lor_0299180424,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:25.846,0.0100
nh-lorri-lor_0299180427,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:28.846,0.0100
nh-lorri-lor_0299180430,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:31.846,0.0100
nh-lorri-lor_0299180433,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:34.846,0.0100
nh-lorri-lor_0299180436,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:37.846,0.0100
nh-lorri-lor_0299180439,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:40.846,0.0100
nh-lorri-lor_0299180442,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:43.846,0.0100
nh-lorri-lor_0299180445,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:46.846,0.0100
nh-lorri-lor_0299180448,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:49.846,0.0100
nh-lorri-lor_0299180451,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:52.846,0.0100
nh-lorri-lor_0299180454,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:55.846,0.0100
nh-lorri-lor_0299180457,New Horizons LORRI,Pluto,Charon,2015-07-14T11:48:58.846,0.0100
nh-lorri-lor_0299180460,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:01.846,0.0100
nh-lorri-lor_0299180463,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:04.846,0.0100
nh-lorri-lor_0299180466,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:07.846,0.0100
nh-lorri-lor_0299180469,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:10.846,0.0100
nh-lorri-lor_0299180472,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:13.846,0.0100
nh-lorri-lor_0299180475,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:16.846,0.0100
nh-lorri-lor_0299180478,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:19.846,0.0100
nh-lorri-lor_0299180481,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:22.846,0.0100
nh-lorri-lor_0299180484,New Horizons LORRI,Pluto,Charon,2015-07-14T11:49:25.846,0.0100
